entry_id,meeting_date,body,topic,topic_pass2,topic_other_label,attempt_type,attempt_type_pass2,deliberation,deliberation_pass2,importance,what_was_tried,outcome,evidence_quote,minutes_section,confidence,pass2_notes,quote_verified
school_committee_2025-09-04_seq-002,2025-09-04,school_committee,capital_facilities_debt,capital_facilities_debt,,working_group,working_group,discussed,discussed,3,"Formation of the MHS Advisory Roof Committee with seven voting members (five community members plus Mike Pfifferling and Henry Gwazda) and consultants from Leftfield and RDA serving in advisory roles, to advise on the High School Roof Project.",Motion to approve the five community members for the MHS Advisory Roof Committee passed 4-0,"A motion was made by Jennifer Schaeffner and seconded by Kate Schmeckpeper to approve the five community members (Sam Altruder, Mark Liebman, Brian Serafin, Ralph Wallace, and Karima Maloney) for the MHS Advisory Roof Committee. The motion passed 4-0, with votes in favor: Jennifer Schaeffner, Henry Gwazda, Kate Schmeckpeper, Al Williams",High School Roof Project Committee Formation,high,Formation of advisory committee for HS roof project is policy-adjacent working group action on significant capital facility.,1
school_committee_2025-09-05_seq-001,2025-09-05,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Reviewed MHS roof project pre-qualification results and established a bidding and approval timeline, including trade sub-bid deadlines, general contractor bids, Left Field findings presentation, advisory committee meetings, school committee vote on November 6th, and subsequent select board contract approval.",Timeline and process established; roofing contractors will bid both membrane recovery and liquid applied restoration as alternates; Mike Belgie to join roof/HVAC advisory committee.,"Bidding timeline established: bids release October 8th, trade sub-bids due October 22nd, general contractor bids due October 30th, Left Field presents findings week of November 3rd; roof/HVAC advisory committee meetings November 4th or 5th, school committee vote November 6th, select board contract approval following week",MHS roof project update,high,Concrete procurement timeline for major MHS roof capital project with defined decision points; policy-adjacent process action.,1
school_committee_2025-08-07_seq-001,2025-08-07,school_committee,capital_facilities_debt,capital_facilities_debt,,working_group,working_group,discussed,discussed,3,"Established a school committee subcommittee to oversee the high school roof project, consisting of Henry Gwazda, administration members recommended by the superintendent, and community members with subject matter expertise to be recommended by August 21.",Motion passed 4-0.,"A motion was made by Kate Schmeckpeper and seconded by Henry Gwazda to establish a subcommittee for oversight of the high school roof project consisting of Henry Gwazda, administration members recommended by John Robidoux, and tasking Henry with recommending community members with subject matter expertise by the August 21st meeting. The motion passed 4-0, with votes in favor: Jennifer Schaeffner, Henry Gwazda, Kate Schmeckpeper, Al Williams",High School Roof Project Advisory Committee Discussion,high,Formal subcommittee created with oversight role for major capital project; named members and timeline.,1
school_committee_2025-07-24_seq-001,2025-07-24,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Subcommittee reviewed updated schedule for High School Roof/HVAC project, with bid documents targeted for late September 2025, bidding in October, and construction start summer 2026. Bid package includes two roof approaches (re-cover and restoration) plus HVAC work, with bidder pre-qualification required.",Schedule and scope confirmed; Left Field to deliver 60% estimate and finalize bid set by end of September 2025; contract award targeted for Select Board & School Committee agendas in November 2025.,"Ms. Long and Ms. Paris (with Mr. Raymond and Mr. Dacon) presented the updated schedule: design in progress; bid documents targeted for late September; bidding in October; construction start summer 2026. Bid will include two roof approaches authorized on 2025-07-02: roof re-cover (new membrane over coverboard) and roof restoration (liquid-applied coating), both with removal of wet insulation; HVAC work proceeds in the same package.",High School Roof / HVAC project,high,"Active capital project with concrete schedule, bid scope decisions, and pre-qualification requirement; policy-adjacent subcommittee action on major facility investment.",1
school_committee_2025-07-24_seq-002,2025-07-24,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Committee agreed to include capped PV conduit stubs in the roof bid to preserve future solar readiness without delaying the roof/HVAC project, with Marblehead Light Department to lead any PV initiative and structural due diligence.",Consensus to stub capped conduit for future PV; RDA to include capped PV conduit stubs at multiple roof levels in the bid set in September 2025; Administration to reengage Marblehead Light on PV ownership and structural review.,"The committee agreed not to delay the roof/HVAC project; consensus to stub capped conduit for future PV to avoid cutting a new roof later, with Marblehead Light Department to lead any PV initiative and structural due diligence.",Solar readiness on the high school roof,medium,Forward-looking design decision preserving future solar option without delaying roof project; policy-adjacent infrastructure choice.,1
school_committee_2025-07-24_seq-003,2025-07-24,school_committee,other_candidate,other,,proposal,discussion,discussed,discussed,3,"Subcommittee discussed procurement of a modern Computerized Maintenance Management System (CMMS) to barcode assets, schedule preventive maintenance, and improve ticket data, with startup plus annual subscription funds targeted for FY27 budget.",Facilities to draft feature requirements and procurement path (RFP vs IFB) with cost ranges; Administration to identify funding strategy (startup vs. recurring) for FY27 budget.,"Members discussed moving to a modern CMMS to barcode assets, schedule PM (filters, belts), and improve ticket data; procurement likely requires an RFP and startup plus annual subscription funds (target FY27).",Maintenance Management System / Preventive Maintenance Tracking,medium,"Subcommittee discussion of CMMS procurement for FY27; operational facilities topic, not capital debt.",1
school_committee_2025-07-24_seq-004,2025-07-24,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,plan,discussed,discussed,3,"Facilities to map completed vs. open items from 2021 EBI assessments across all schools into a multi-year facilities plan, with written status by school (critical/non-critical/capital) due August 31, 2025.","Mr. Bloodgood to provide written status by school by Aug 31, 2025; Administration to circulate EBI reports and consolidated spreadsheet to subcommittee.","Prior EBI reports (2021) exist for each school, and spreadsheets roll recommendations into a multi-year plan. Facilities will map what has been completed vs. open, and note items needing re-assessment (e.g., corrosion, overhangs).",Five-Year (master) Facilities Plan / 2021 EBI Assessments,medium,Concrete planning action with deliverable and deadline on multi-year facilities plan; policy-adjacent but routine capital planning.,1
school_committee_2025-01-23_seq-001,2025-01-23,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,4,"Facilities presented an expanded MHS Roof Replacement project that now includes HVAC replacement, with $5.5 million covering the roof and an additional $8.61 million to be presented at Town Meeting as a debt exclusion for the HVAC portion.","Discussed; no vote taken. Project scope expanded, timeline extended, and debt exclusion to be sought at Town Meeting.","5.5 million that was originally proposed will cover the “vast majority” of the cost of Roof Replacement
              o The additional 8.61 million will be presented at Town Meeting and the School will
                 ask for a “debt exclusion” for the HVAC portion of the project",MHS Roof Update -Michael Pfifferling,high,Major capital project scope expansion ($8.61M HVAC debt exclusion to go to Town Meeting) alongside $5.5M roof; substantive facilities decision with fiscal impact.,1
school_committee_2025-01-09_seq-001,2025-01-09,school_committee,capital_facilities_debt,capital_facilities_debt,,warrant_article,warrant_article,discussed,voted,3,"Motion to place a warrant article asking the town to raise and appropriate funds for remodeling, reconstructing, and making extraordinary repairs to existing school buildings and infrastructure, including the MHS Roof, with appropriation to be raised by borrowing or otherwise.",Motion passed 5-0.,"Ms. Schaeffner asks for a motion to see if the town will vote to raise and appropriate of an appropriate sum of money for remodeling, reconstructing, and making extraordinary repairs to existing school buildings, infrastructure and the purchase of necessary equipment including computer hardware and software to determine whether this appropriation shall be raised by borrowing or otherwise or to take any other action relative there to",School Committee Communication and Discussion Items: Capital Outlay request: MHS Roof,high,"Warrant article placement for MHS roof capital borrowing; passed 5-0 with no recorded discussion, but represents a concrete capital-facilities action.",1
school_committee_2025-01-09_seq-002,2025-01-09,school_committee,override_prop25,override_prop25,,warrant_article,warrant_article,discussed,voted,4,"Motion to place a warrant article to raise and appropriate or transfer from available funds a sum of money to supplement the school department's operating budget beginning in FY2026, contingent upon passage of a Proposition 2½ override ballot question.",Motion passed 5-0.,"Ms. Schaeffner asks for a motion to see if the town will vote to raise and appropriate of transfer from available funds a sum of money to supplement the school departments operating budget beginning in fiscal year 2026, contingent upon the passage of a proposition two and a half so called ballot question or take an action relative thereto",School Committee Communication and Discussion Items: Warrant article Additional Funding for school expenses,high,School Committee voted 5-0 to place override-contingent supplemental funding article on warrant; directly tied to Prop 2½ override effort.,1
school_committee_2025-01-09_seq-003,2025-01-09,school_committee,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,3,"Motion to transfer the care, custody, management, and control of the Coffin School building and grounds to the Select Board, as it is no longer needed for school purposes. Previously postponed pending outcome of the 3A vote concerning potential additional housing units.",Motion passed 5-0.,"Ms. Schaeffner asks for a motion to transfer the care custody, management, and control of the Coffin School building and grounds to the Select Board being it is no longer needed for School purposes",School Committee Communication and Discussion Items: Coffin School Surplus Property,high,"Formal transfer of surplus school property to Select Board; tied to prior 3A housing deliberations, a named action with unanimous vote.",1
school_committee_2024-12-19_seq-002,2024-12-19,school_committee,capital_facilities_debt,capital_facilities_debt,,study,study,discussed,discussed,3,"Facilities Subcommittee recommended completing a comprehensive closing study for the Coffin School property under the Retirement of Facilities policy (FCB), with the next step being discussion with the town about a warrant article to declare it surplus.","Closing study to be presented at a January meeting, with a vote to follow then; no vote taken at this meeting.",It is the recommendation of the facilities subcommittee that this closing study be completed for the Coffin School property and then take it to the next step of talking to the town about putting it on a warrant article,School Committee Communication and Discussion Items: Coffin School surplus status,high,"Named facilities policy action on Coffin School surplus; substantive step toward warrant article, no vote yet.",1
school_committee_2024-12-05_seq-002,2024-12-05,school_committee,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,3,"Approved design contract with Raymond Design Associates for the Marblehead High School roof (design only, not the roof itself).",Motion passed 5-0 by roll call vote.,Ms. Schaeffner asks for a motion to approve the contract with Raymond Design Associates for the Marblehead High School roof,Contract approval: MHS Roof-Gene Raymond Design,high,"Named capital action: unanimous approval of MHS roof design contract, a concrete step on a systemic facilities issue.",1
school_committee_2024-12-05_seq-003,2024-12-05,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,Facilities Subcommittee reported progress on district improvements list (47% complete) and previewed an upcoming agenda item to potentially vote the Coffin School property as 'surplus.',No vote taken; Coffin School surplus designation to appear on next School Committee agenda.,Saray touches on the Coffin School and there will be an agenda item for the nex school committee meeting to possibly vote this property as a “surplus” property,Subcommittee and Liaison Updates - Facilities Subcommittee,medium,Preview of potential surplus designation for Coffin School property—policy-adjacent facilities decision flagged for next meeting.,1
school_committee_2024-10-17_seq-001,2024-10-17,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,4,"Committee members Schaeffner and Fox presented a contract negotiations update comparing MEA wage proposals (totaling an $11,591,107 budget increase over 4 years with unit-specific increases up to 83.2% for Paras) against School Committee counter-proposals (e.g., 10.5%-12% for Unit A over 4 years, 16% year-one for Custodians, reclassified Para wage table, parental leave benefit, safety committee).",Update presented; no vote taken. Negotiations ongoing; Committee stated MEA proposal would result in layoffs of more than 75 staff (15% of current staff).,"The current MEA wage proposals total a $11,591,107 budget increase over 4 years
This will result in layoffs of more than 75 staff members (or 15% of the current staff)",School Committee Communication and Discussion Items: Contract Negotiations Update,high,Substantive contract negotiation update with detailed counter-proposals and explicit layoff warning; major systemic staffing/budget matter.,1
school_committee_2024-10-17_seq-002,2024-10-17,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,routine,mentioned,3,Chair Schaeffner presented a proposed contract with an outside communications firm to support School Committee messaging during CBA negotiations with each bargaining unit.,Tabled; placed on a future agenda for discussion.,Jennifer Schaeffner presents a contract proposal to the committee for a firm that is a Communications company that would work with the School Committee during negotiating the CBA's with each unit,Closing Business: New Business,medium,Named proposal to hire outside communications firm for CBA negotiations; tabled to future agenda. Quote differs only by smart vs straight apostrophe.,
school_committee_2024-09-19_seq-001,2024-09-19,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,discussion,discussed,discussed,4,"The School Committee's bargaining subcommittee (Fox, Schaeffner, and Town Administrator Kezer) presented a public update on MEA contract negotiations, outlining the union's wage proposals (39.5% for Unit A over 3 years, 67% for Custodians, 113.2-171.7% year-one for Paraprofessionals, etc.), framing them as unaffordable within existing levy growth, new growth, and override constraints, and stating the proposals would require a 14% override or 42% staff layoffs.",Informational update presented to the committee and community; no vote taken. Negotiations ongoing without a new contract.,"The MEA wage proposals are ""unaffordable and unsustainable"" and would result in increased staff layoffs
                      o A 39.5% increase has been proposed by the MEA for Unit A Teachers and
                         Nurses over a 3 year period",School Committee Communication and Discussion Items: Contract Negotiations update,high,Substantive public update on MEA negotiations tying wage proposals to override/layoff tradeoffs; no vote but high policy salience.,
school_committee_2024-09-19_seq-002,2024-09-19,school_committee,governance_organizational,governance_organizational,,proposal,information_sharing,routine,mentioned,3,Town Charter Committee representative Amy Draker notified the School Committee that the town is in the process of possibly creating a town charter and requested interviews with each elected board regarding their function and service delivery.,Notification received; interviews to be scheduled.,The town is in the process of possibly creating a town charter and woud likle to interview each of the elected boards and ask some questions surrounding how they function and deliver services to the community,Closing Business: New Business,medium,"Charter committee outreach is policy-adjacent governance news but only a brief notification, not a School Committee action.",1
school_committee_2024-07-15_seq-001,2024-07-15,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,vote,vote,discussed,discussed,3,"Increase the Assistant Director of Special Education position from 0.5 FTE to 1.0 FTE, funding the additional 0.5 FTE from the PK/K revolving account rather than the Special Education revolving fund.",Motion passed 4-0; Sarah Fox requested further discussion of the funding allocation at a future meeting.,Motion to approve the requested increase FTE for the Assistant Director of Special Education from .5 FTE to 1.0 FTE as presented and to fund the additional .5FTE from the PK/K revolving account (vote),School Committee Communication and Discussion Items: Assistant Director of Special Education FTE,high,Named FTE increase with funding-source debate and public comment; policy-adjacent staffing decision.,1
school_committee_2024-01-18_seq-001,2024-01-18,school_committee,special_ed_collaborative,special_education,,study,study,discussed,discussed,4,"Issuance of a draft RFP/bid specification for a comprehensive Special Education program audit covering staffing ratios, training, inclusion practices, administrative structure, and program strands, intended to inform short- and long-term funding needs and budget priorities.","Draft specifications presented for discussion; estimated bid release 1/29/2024, bids due 2/20/2024 or later.","Marblehead Public Schools is seeking full Special Education program audit. Marblehead is a small, coastal community with a current enrollment of 2,622 students PK-12 across five school buildings. Students with disabilities are 21.2% of the current enrollment; 31.3% are classified as High Needs.",School Committee Communication and Discussion Items: Student Services Audit Discussion,high,Pass 1 stitched two non-contiguous paragraphs; substantive SpEd audit RFP tied explicitly to failed overrides and funding priorities.,
school_committee_2024-01-18_seq-004,2024-01-18,school_committee,capital_facilities_debt,capital_facilities_debt,,warrant_article,warrant_article,discussed,discussed,3,"Placeholder warrant article for School Buildings Capital Needs authorizing appropriation for renovations and extraordinary repairs at Brown, Glover, Village, Veterans Middle, Marblehead High School, Eveleth, and Coffin buildings, funded via bonds, transfer, or capital/debt exclusion.",Draft placeholder presented for School Committee discussion on whether to submit for Annual Town Meeting warrant.,"School Buildings Capital Needs (PLACEHOLDER ARTICLE - Draft Wording) To see if the Town will vote to appropriate a sum of money for the purpose of making renovations and extraordinary repairs, including all professional feasibility studies, design, architectural and engineering fees, or significant capital expenditures for the Brown, Glover, Village, Veterans Middle, Marblehead High School, the school building known as the Eveleth School, and/or the school building known as the Coffin School and their respective school grounds, and to raise the money for these purposes by the issue of bonds or notes, by the transfer of an unused/prior appropriation and borrowing authority for such purposes, by the passage of a one-time capital exclusion and/or debt exclusion or in any other manner, or take any other action relative thereto.",School Committee Communication and Discussion Items: Articles for Annual Town Meeting Warrant,high,Placeholder warrant article for multi-school capital needs with debt/capital exclusion option; policy-adjacent action worth preserving.,1
school_committee_2024-01-18_seq-006,2024-01-18,school_committee,override_prop25,override_prop25,,warrant_article,warrant_article,discussed,discussed,3,"Placeholder warrant article for a School Department Supplemental Appropriation to supplement the FY24 operating budget, contingent upon passage of a Proposition 2½ ballot question.",Draft placeholder presented for School Committee discussion on whether to submit for Annual Town Meeting warrant.,"School Department Supplemental Appropriation (PLACEHOLDER ARTICLE — Draft Wording) To see if the Town will vote to raise and appropriate or transfer from available funds a sum of money to supplement the School Department's operating budget for fiscal year 2024, contingent upon the passage of a Proposition 2 4, so called, ballot question, or take any action relative thereto.",School Committee Communication and Discussion Items: Articles for Annual Town Meeting Warrant,high,"Placeholder warrant article tied to a potential Prop 2½ override for FY24 school budget; policy-adjacent preparatory action, not yet a vote.",1
school_committee_2024-05-16_seq-001,2024-05-16,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,3,Interim Assistant Superintendent of Finance presented an updated Staff Support Classification Plan proposal that reclassifies most administrative support staff (currently classified as 'clerk') and includes rewritten job descriptions aligned with the new classification structure.,Presented for discussion; vote to approve the plan and job descriptions to be posted for the next school committee meeting.,"Mary Delai goes over the updated Staff Support Classification proposal
© Most administrative staff is currently classified as “clerk”
oO This classification plan will create structure for our support staff
oO The job descriptions were also re-written in accordance with the updated classification
plan",District Updates: Staff Support Classification Plan Proposal,medium,Structural reclassification of support staff with rewritten job descriptions; policy-adjacent proposal pending vote.,1
school_committee_2024-05-16_seq-002,2024-05-16,school_committee,special_ed_collaborative,special_ed_collaborative,,proposal,proposal,discussed,discussed,3,"Finance administrator proposed using the projected FY24 year-end surplus (~$755,000) to pre-pay next year's tuitions and to pre-pay special education out-of-district placements, in order to preserve funds within the FY25 budget.",Discussed as a finance strategy during the FY24 Budget Status Update; no vote recorded at this meeting.,"Mary discusses the projected end of year surplus for FY24 which currently stands at $755,000
“  Pre-payment of next year’s tuitions is discussed which will also assist us in keeping additional
funds in the 2024/2025 budget
""The additional surplus beyond paying for the tuitions will be used to pre-pay special education
out of district placements",District Updates: FY24 Budget Status Update,high,"Named finance strategy to use FY24 surplus for pre-paying SPED out-of-district tuitions, policy-adjacent but no vote at this meeting.",1
school_committee_2024-04-25_seq-001,2024-04-25,school_committee,governance_organizational,governance_organizational,,vote,vote,discussed,discussed,3,"Amended the pending hiring motion to re-classify the Director of Student Services position as Assistant Superintendent of Student Services, contingent on adoption of a new role, salary range, and job description.","Motion passed 5-0 by roll call, hiring Lisa Marie Ippolito as Assistant Superintendent of Student Services pending contract negotiation and voting in of the new role, salary range, and job description.","Jennifer Schaeffner has done research and this position in other School Districts is an Assistant Superintendent position and proposes an amendment to the motion Motion to hire Lisa Marie Ippolito as the Assistant Superintendent of Student Services pending a successful contract and pending the voting in of a new role, salary range, and job description",School Committee Communication and Discussion Items: Director of Student Services Interview,medium,Structural reclassification of a senior admin role from Director to Assistant Superintendent; systemic governance change passed 5-0.,1
school_committee_2024-04-25_seq-003,2024-04-25,school_committee,special_ed_collaborative,special_ed_collaborative,,study,study,discussed,reported,3,"Special Education Program Review RFP process: proposals due 04/25, five firms submitted, evaluation committee to review and select a vendor by 05/15.",Proposals received from 5 firms; vendor selection expected by 05/15.,"Special Education Program Review
oO Due date for proposals was today 04/25
0 5 firms have submitted proposals
© Proposals will be reviewed by evaluation committee and a vendor will be selected by
O5/15",District Updates: Staffing Updates / Special Education Program Review,high,"SPED program review RFP is a concrete study step on a systemic topic; status update only, no vote.",
school_committee_2024-04-25_seq-005,2024-04-25,school_committee,capital_facilities_debt,capital_facilities_debt,,vote,vote,routine,voted_without_discussion,3,"Accepted a donation from the Marblehead All Sports Boosters to fund Piper Field replacement and site improvement at the High School, offsetting capital costs.","Motion passed 5-0 by roll call; donation of $680,698 accepted.","Motion to approve the acceptance of the donation from the Marblehead All Sports Boosters in the amount of $680,698 for the Piper Field replacement and site improvement",School Committee Communication and Discussion Items: Marblehead High School Turf Replacement Donation,medium,Significant private donation ($680K) accepted to offset capital cost of turf replacement; policy-adjacent funding action but passed without discussion.,1
school_committee_2024-04-01_seq-001,2024-04-01,school_committee,special_ed_collaborative,special_ed_collaborative,,study,study,discussed,discussed,3,Special Education Audit bid to be awarded in May with audit beginning in June; Alison Taylor named to the evaluation committee.,"Procurement underway; bid award targeted for May, audit start June.","Special Ed Audit bid will be awarded in May to begin the audit in June
© Alison Taylor wil! be on the evaluation committee",District Updates / FY24 Update,high,Named procurement action with committee member assigned to evaluation; systemic SpEd audit is policy-adjacent.,1
school_committee_2024-04-01_seq-002,2024-04-01,school_committee,structural_deficit_reserves,structural_deficit_reserves,,vote,vote,discussed,discussed,4,"After rejecting a Level Funding budget at the prior meeting, the Committee considered a Level Services FY25 budget with a prioritized add-back list (three categories) and repurposing of revolving funds to restore positions; voted to approve a budget of $47,072,476.",Motion passed 5-0.,"Motion to approve a budget of $47,072,476
Moved by Ms. Taylor, Seconded by Ms. Schaeffner
Mr. Williams, Ms. Fox, Ms. Taylor, Mr. Ota and Ms. Schaeffiner, All Yes
A vote was taken, and the motion passes 5-0",District Updates / FY25 budget status update,high,Substantive FY25 budget vote following rejection of level funding; adopted level services with prioritized add-backs and revolving fund repurposing.,1
school_committee_2024-04-01_seq-003,2024-04-01,school_committee,revenue_diversification,revenue_diversification,,proposal,proposal,discussed,discussed,3,"Athletics User Fee analysis presented: under Level Services funding, user fees continue to cover 50% of coaching stipends; under Reduced Service funding, user fees would cover 100% of coach stipends.",Discussed as part of FY25 budget scenarios; no separate vote recorded.,"o Athletics-User Fee Analysis and Structure
""Currently 50% of Coaching stipends are paid by user fees
« With Level Service Funding we would continue to pay 50% of coach stipends
from User Fees
= With Reduced Service Funding 100% of coach stipends from User Fees",District Updates / FY25 budget status update,medium,"User fee policy discussion tied to FY25 budget scenarios; policy-adjacent revenue lever, discussed but not separately voted.",
school_committee_2023-10-05_seq-001,2023-10-05,school_committee,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,4,Motion to declare the Coffin School as necessary for potential future educational purposes and to not sponsor a warrant article to transfer the property back to the Town. Discussion referenced the annual cost/liability of maintaining the property versus retaining it for potential future educational needs tied to possible zoning-driven enrollment growth.,"Motion passed 3-2 (Fox, A. Taylor, Schaeffner Yes; M. Taylor, Ota No). Coffin School retained by School Department; no warrant article to be sponsored. Facilities Sub-Committee to provide recommendation on how to handle the facility.",Motion to declare Coffin School as necessary for potential future educational purposes and to not sponsor a warrant article to turn it back over to the Town,School Committee Communication and Discussion Items: School Owned Properties Discussion,high,Contested 3-2 vote retaining a significant municipal property with explicit cost/liability vs. future-enrollment tradeoff tied to zoning.,1
school_committee_2024-02-01_seq-001,2024-02-01,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Assistant Superintendent of Finance Michelle Cresta presented three FY25 budget scenarios (Level Services at $47,935,000, Needs Based, and Reduced Services at or near current funding level) and announced a joint Town/School/Community Finance Forum on 02/27 to discuss the budget gap.","Presented and discussed; committee members requested additional information including enrollment projections for 24/25-26/27, staffing breakdown, transportation costs, and tuition increases. No vote taken.","Michelle Cresta shares an updated presentation on the three presented budgets Level Services-No New Changes • Updated Estimate $47,935,000 Needs Based • Level Services plus specially identified needs Reduced Services Budgets • Close or equal to the current funding level",District Updates / FY25 Budget Status Update,high,Three-scenario FY25 budget presentation with Finance Forum announcement directly addresses structural deficit; substantive discussion though no vote.,1
school_committee_2024-02-01_seq-002,2024-02-01,school_committee,governance_organizational,governance_organizational,,vote,vote,discussed,discussed,3,"Reclassified the senior finance position from Assistant Superintendent of Finance and Operations back to Director of Finance and Operations, with HR Manager to report directly to the Superintendent (and a proposed future conversion of HR Manager to HR Director), and set a salary range of $120,000-$150,000.","Motion approved 4-0 with amendment to include salary range $120,000-$150,000.","Dr. McGuinness recommends position title change from ""Assistant Superintendent of Finance and Operations"" to ""Director of Finance and Operations"" Due to Michelle's additional licensures the positon was modified to an Assistant Superintendent Position",School Committee Communication and Discussion / Director of Finance and Operations Position Approval,high,Org restructuring vote with salary range; policy-adjacent governance decision with unanimous approval.,1
school_committee_2024-02-01_seq-003,2024-02-01,school_committee,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,3,"Approved Marblehead Boosters to fundraise for replacement of the turf at Piper Field; $792,193 already raised toward the project, with $161,807 remaining and intent to seek additional funds from the town.",Motion passed 4-0.,"Motion to approve the boosters to fundraise for the replacement of the turf at Piper Field Moved by Ms. Fox, Seconded by Mr. Ota Ms. Fox, Ms. Taylor, Mr. Ota and Ms. Schaeffner, All Yes A roll call vote was taken, and the motion passes 4-0",School Committee Communication and Discussion / Marblehead High School Turf Replacement-Piper Field MHS,medium,"Capital facilities decision on turf replacement with substantive discussion of sustainability concerns, funding gap, and intent to request town funds.",1
school_committee_2024-02-15_seq-001,2024-02-15,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,announcement,discussed,discussed,3,Administration announced that the FY25 Budget will be presented to the Budget Workshop on 02/28/24 in two versions: a Level Services Budget and a Reduced Services Budget.,No vote; Budget Book to be ready by end of next week for the School Committee.,"02/28/24 the FY25 Budget will be presented to the Budget Workshop
© They will be presenting a Level Services Budget and a Reduced Services Budget",District Updates: Budget Update,medium,Dual-budget (Level vs Reduced Services) presentation signals active response to fiscal pressure; policy-adjacent announcement but no vote.,
school_committee_2024-03-07_seq-001,2024-03-07,school_committee,special_ed_collaborative,special_ed_collaborative,,study,study,discussed,discussed,3,"Update on the Special Education Audit procurement: contract anticipated by mid-May with work to commence June 1; RFP to be advertised mid-month with responses due in April, followed by a 2-3 week evaluation period and possible interviews with top 3 firms.",Procurement in progress; proposal reported as 50% complete.,Special Education Audit Update-Requested by Brian Ota o A contract should be ready by mid-May with work to commence 06/01-the proposal is 50% complete o The RFP will be ready to advertise by mid-month with responses due in April o There will then be a 2-3 week evaluation period with possible interviews with the top 3 forms,FY25 budget status update: Special Education Audit Update,high,"Procurement update on a SpEd audit is policy-adjacent and responsive to systemic concerns raised at Glover, but no vote or substantive deliberation yet.",1
school_committee_2024-03-07_seq-002,2024-03-07,school_committee,revenue_diversification,revenue_diversification,,proposal,proposal,discussed,discussed,3,"Athletic Fee Proposal presented with three options: (1) increase annual fee to ~$1,340 HS / ~$590 MS with $2,680 family cap; (2) per-season tiered fee ($575/$495/$420 HS) with $2,980 family cap; (3) tiered-fee system charging higher fees for more expensive sports.",Discussed; no vote taken. Sarah Fox compared proposed family cap to Swampscott.,"Athletic Fee Proposal-Greg Ceglarski and Emma Puglisi o Option 1-Increase the current annual fee to approximately $1340 with a family cap of $2680 (High School) / Increase the current annual fee to approximately $590 with a family cap of $2680 (Middle School) o Option 2-Asseses a per season fee which would be hire for the first sport, and then decreasing for the second and third seasons with a family cap of $2980",FY25 budget status update: Athletic Fee Proposal,high,"Named fee proposal with three concrete options presented and discussed; policy-adjacent revenue item, no vote.",1
school_committee_2023-07-21_seq-001,2023-07-21,school_committee,governance_organizational,governance_process,,vote,vote,discussed,discussed,5,"Authorized counsel to negotiate a mutually beneficial separation agreement with the Superintendent under Section 12.2 of his contract, with direction to offer up to the full early termination amount while seeking fiscal savings for the town.","Motion passed 3-1 (Fox, Schaeffner, A. Taylor yes; M. Taylor no).",The School Committee authorized Attorney Brunt to offer up to the full amount of the early termination clause while allowing Dr. Buckey to resign on his terms. The Committee encouraged Attorney Brunt to try to negotiate some savings for the town.,Executive Session – Superintendent Contract Negotiation,medium,Landmark decision: authorized separation negotiations with Superintendent under contract sec 12.2; 3-1 vote. Original quote concatenated non-contiguous spans across a page break.,
school_committee_2023-07-06_seq-002,2023-07-06,school_committee,revenue_diversification,revenue_diversification,,vote,vote,discussed,discussed,3,"Approve amended user fee rates for the 2023-2024 school year, increasing athletic fees by $12 per athlete with an increased family maximum, generating approximately $26,000 in additional revenue to fund freshman sports coaching positions and transportation costs.","Motion moved by Ms. Alison Taylor, seconded by Ms. Schaeffner. Passed 4-0 (Ms. Meagan Taylor had not yet joined).","A discussion and vote on adjusted user fees for the 2023-2024 school year also took place. A chart of the suggested fee adjustments was shared. It was mentioned that the increase would be reflective of $12 more per athlete with an increase in the family maximum. The adjustments would bring in additional revue of about $26,000 to fund freshman sports coaching positions and transportation related costs for freshmen athletics.",FY24 Budget Discussions,high,"Named vote to raise athletic user fees ~$26K to fund freshman sports; modest revenue diversification action, passed 4-0.",1
