entry_id,meeting_date,body,topic,topic_other_label,attempt_type,deliberation,what_was_tried,outcome,evidence_quote,minutes_section,confidence
school_committee_2023-06-29_seq-002,2023-06-29,school_committee,override_prop25,,vote,discussed,"Following a failed override, the Committee voted to revisit the list of budget cuts pending reports from the Assistant Superintendent, with the goal of creating a reprioritized list to determine which eliminated positions could be brought back.",Motion passed 4-0.,"Chairperson Fox asked for a motion to revisit the budget cuts pending reports from Assistant Superintendent Cresta. The motion was moved by Ms. Schaeffner and seconded by Principal Ota. The motion passes, 4-0",FY 24 Budget Discussion,high
school_committee_2023-06-29_seq-003,2023-06-29,school_committee,revenue_diversification,,proposal,discussed,Ms. Fox recommended looking into increasing user fees to fund Freshman sports as a revenue source to offset restoration costs.,Discussed; no formal vote on user fee increase.,Ms. Schaeffner spoke in favor of reinstating Freshman sports and Ms. Fox recommended looking into increasing user fees to fund Freshman sports.,FY 24 Budget Discussion,medium
school_committee_2023-06-29_seq-004,2023-06-29,school_committee,structural_deficit_reserves,,proposal,discussed,Committee members Fox and Alison Taylor recommended scheduling a meeting with the Town to revisit the ARPA funds discussion as a potential one-time revenue source for the school budget.,Recommendation made; no formal vote.,Committee members Fox and Alison Taylor recommended scheduling a meeting with the Town to revisit the ARPA funds discussion.,FY 24 Budget Discussion,medium
school_committee_2023-06-29_seq-005,2023-06-29,school_committee,staffing_fte_bargaining,,vote,discussed,"Motion to reinstate Freshman sports, a program previously cut during the reduced-service budget, with funding mechanism to be determined (potentially user fees).",Motion passed 4-0.,"Ms. Schaeffner made a motion to reinstate Freshman sports which was seconded by Ms. Alison Taylor. The motion passes, 4-0.",FY 24 Budget Discussion,medium
school_committee_2023-06-29_seq-006,2023-06-29,school_committee,capital_facilities_debt,,proposal,discussed,"Discussion of the vacant Coffin School, with Chairperson Fox explaining that the only mechanism to sell the Coffin School is by putting the property on a Town Warrant Article to begin the process to turn the building back over to the Town.",Discussion only; no motion or vote.,Ms. Fox explained how the only mechanism to sell the Coffin School is by putting a property on a Town Article to begin the process to turn the building back over to the Town.,Closing Business: Correspondence,medium
school_committee_2023-06-15_seq-001,2023-06-15,school_committee,revenue_diversification,,vote,discussed,"Approved an increase to user fees for the 2023-2024 school year as proposed by the Assistant Superintendent for Finance and Operations, with streamlined payment processing including income-based waivers.",Motion passed 4-0.,"After Assistant Superintendent Cresta provided an update on the proposed plan for the increase to user fees, Chairperson Fox asked for a motion to approve the user fees for the 2023-2024 school year as proposed. The motion was moved by Ms. Gold and seconded by Mr. Mathers. Ms. Cresta also mentioned that the payment of all fees will be streamlined to make the process more efficient for families including for those families who qualify for waivers due to income status.",Consent Action and Agenda Items: User Fees,high
school_committee_2023-06-15_seq-002,2023-06-15,school_committee,staffing_fte_bargaining,,proposal,discussed,"Superintendent recommended a salary freeze on his own contract/raise given the uncertainty of the pending budget override vote, to keep community focus on the budget vote.",Recommendation presented by the Superintendent; no formal vote recorded at this meeting.,Superintendent Buckey also spoke about the discussions unfolding surrounding his contract and a salary increase. He recommended that a salary freeze occur given the uncertainty of the pending budget vote so that the community focus would remain on the vote and not on concerns surrounding the Superintendent's contract or any recommended raise.,Initial Business: State of the District,medium
school_committee_2023-06-15_seq-003,2023-06-15,school_committee,staffing_fte_bargaining,,proposal,discussed,"Superintendent and Chairperson met with the MEA to discuss implementing a sick leave bank, a collective bargaining-related item.",Meeting held; no vote taken at this meeting.,Superintendent Buckey and Chairperson Fox held a meeting with the MEA to discuss implementing a sick leave bank.,Superintendent Report: District Updates,medium
school_committee_2023-06-01_seq-001,2023-06-01,school_committee,override_prop25,,proposal,discussed,Superintendent presented enrollment and staffing data alongside a list of position cuts that would occur if the override vote did not pass.,Informational update; no vote taken.,Superintendent Buckey reminded the community of the list of position cuts that will be made should the override vote not pass.,State of the District: Enrollment and Class Size Update,medium
school_committee_2023-06-01_seq-002,2023-06-01,school_committee,healthcare_gic,,proposal,discussed,Committee member Mathers requested an accounting of all employee benefits and discussion of ways the Town and school department could more efficiently track benefits-related employee costs and adjust budgeting as staffing changes occur.,Discussed; Assistant Superintendent Cresta noted that taking on benefits management would require an additional school position since benefits are currently processed through the Town. No action taken.,Mr. Mathers explained the agenda item was requested by him to inquire about ways in which the Town and school department could more efficiently track benefits related employee costs to maintain adjustments to budgeting as staffing changes occur throughout the year.,School Committee Communication and Discussion Items: FY24 Budget Planning and Discussion - Accounting of All Employee Benefits,high
school_committee_2023-06-01_seq-003,2023-06-01,school_committee,governance_organizational,,proposal,discussed,Assistant Superintendent Cresta announced that Ms. Kelley Ferretti will join the administrative team in a restructured HR Director role as HR Manager.,Restructured HR position filled; hire begins the following Monday.,Assistant Superintendent Cresta shared that Ms. Kelley Ferretti will join the administrative team in the restructured HR Director role as the HR Manager.,Superintendent Report: District Updates - Staffing Update,medium
school_committee_2023-05-18_seq-001,2023-05-18,school_committee,revenue_diversification,,vote,discussed,"Voted to accept the Superintendent's recommendation not to participate in the School Choice Program for the 2023-2024 school year, citing the pending budget override and potential instability in the FY24 budget.",Motion passed 4-0; district will not participate in School Choice for 2023-2024. Additional recommendation made to review School Choice Policy JFBB before becoming a School Choice district.,"Due to a pending budget override and the potential for instability in the FY24 budget, it was the recommendation of Superintendent Buckey not to participate in the School Choice Program for the 2023-2024sy. Upon further discussion, it was also recommended that the School Choice Policy, policy JFBB be reviewed prior to becoming a School Choice district.",Public Hearing on School Choice for the 2023-2024 school year,medium
school_committee_2023-05-18_seq-002,2023-05-18,school_committee,regionalization_shared,,vote,discussed,"Approved an updated Memorandum of Understanding between the School Committee and Park and Recreation, framed as a collaborative effort between two organizations with insufficient resources to support all their needs.",Motion passed 4-0; updated MOU approved.,Superintendent Buckey highlighted the collaborative efforts made amongst two organizations with not enough resources to support all the needs of each organization.,Subcommittee and Liaisons Updates / Memorandum of Understanding-Parks and Recreation,medium
school_committee_2023-03-27_seq-001,2023-03-27,school_committee,structural_deficit_reserves,,vote,discussed,"Approval of FY24 reduced services budget in the amount of $44,837,273, reflecting the Town-supported funding level without an override.",Motion carried 4-0 on roll call vote (Mathers not yet present).,"Ms. Fox asked for a motion to approve the FY24 reduced services budget in the amount of $44,837,273. The motion was moved by Meagan Taylor and seconded by Ms. Gold. Prior to voting Ms. Meagan Taylor inquired about the increase from FY23 the Town will support for FY24.",FY24 Budget Vote,high
school_committee_2023-03-27_seq-002,2023-03-27,school_committee,override_prop25,,vote,discussed,"Approval of FY24 level services budget in the amount of $45,971,790, contingent upon passage of a Proposition 2½ override, covering contractual obligations, utilities, curriculum costs, and existing out-of-district special education costs.",Motion carried 5-0 on roll call vote.,"Ms. Fox asked for a motion to approve the FY24 level services budget in the amount of $45,971,790 which is contingent up a proposition 2 ½ override. The motion was moved by Ms. Gold and seconded by Ms. Meagan Taylor.",FY24 Budget Vote,high
school_committee_2023-03-27_seq-003,2023-03-27,school_committee,special_ed_collaborative,,vote,discussed,"FY24 level services budget vote includes existing out-of-district special education associated costs within the $45,971,790 level services amount contingent on a Proposition 2½ override.",Motion carried 5-0 on roll call vote.,"Ms. Taylor confirmed that the numbers included 1) contractual obligations, 2) utilities costs and 3) curriculum associated costs to which Ms. Fox confirmed that it did along with any existing out of district special education associated costs.",FY24 Budget Vote,medium
school_committee_2023-03-21_seq-001,2023-03-21,school_committee,override_prop25,,proposal,discussed,"Superintendent presented a Level Services FY24 budget of $45,971,790 (4.52% increase) that would require a Proposition 2½ override, alongside a Reduced Services alternative of $44,782,273 (1.82% increase) that would not require an override but would eliminate 33 positions.",Presented at public hearing for discussion; School Committee vote scheduled for the following Monday. Chair expressed support for Article 31 and a fiscally responsible budget.,"The level services budget in the amount of $45, 971,790 supports a budget increase of 4.52% and the Reduced service budget in the amount of $44, 782,273 supports a budget increase of 1.82%.",Budget Public Hearing of Proposed Budget Options for FY24,high
school_committee_2023-03-21_seq-002,2023-03-21,school_committee,staffing_fte_bargaining,,proposal,discussed,"Reduced Services budget option proposed eliminating 33 positions and reducing/reallocating 4 additional positions; Level Services option would eliminate 7 positions with 3 repurposed for an HR Generalist, School Counselor, and STEAM Teacher.","Presented for public comment; staff and community members spoke against eliminations (e.g., Veterans Middle School librarian); no vote taken at this meeting.",Will eliminate 33 positions and reduce/reallocate 4 additional positions,Budget Public Hearing of Proposed Budget Options for FY24,high
school_committee_2023-03-21_seq-003,2023-03-21,school_committee,structural_deficit_reserves,,proposal,discussed,"Superintendent discussed using ARPA funds and $92k from the building rental revolving fund to offset utility costs under the Reduced Services scenario, with discussion of the share of ARPA funds allocated to schools (currently ~7.8%, potentially ~14% with FY24 requests).",Discussed during public hearing; allocation decisions pending.,Will fund a portion of utility costs and rely on $92k from building rental revolving fund,Budget Public Hearing of Proposed Budget Options for FY24,medium
school_committee_2023-03-21_seq-004,2023-03-21,school_committee,regionalization_shared,,proposal,discussed,"During public comment, Dan Albert suggested eliminating central administration positions before laying off teachers and consolidating administrative positions with neighboring schools.",Raised in public comment; no formal action taken by the Committee.,Dan Albert spoke in favor of eliminating central administration positions prior to laying off teachers. He also suggested consolidating administrative positions with neighboring schools.,Budget Public Hearing / Public Comment,low
school_committee_2023-03-13_seq-001,2023-03-13,school_committee,override_prop25,,vote,discussed,"Motion to present two FY24 budget options at the budget hearing: an austerity budget reflecting an $800,000 increase and a level services budget reflecting a $2.2 million (5.06%) increase, aligned with Town guidance and a Town Meeting article for a level service override.",Amended motion passed 4-1 (Fox opposed; she favored presenting all three budget options including the original ~9% increase).,Mr. Mathers made a motion to present a budget based on Town guidance and article 31 with the Town for a level service override in the amount of about a 1.8 million-dollar increase in general fund appropriations. The motion was seconded by Ms. Meagan Taylor for discussion.,FY24 Budget Planning and Discussion,high
school_committee_2023-03-13_seq-002,2023-03-13,school_committee,structural_deficit_reserves,,proposal,discussed,"Discussion of the Town's approach to address the FY24 budget gap with a one-year fix and defer major structural issues to FY25 planning, in the context of whether the School Committee should pursue an override without Town support.","No vote taken on this item; committee members acknowledged that without Town support an override has a limited chance of passing, and proceeded to vote on presenting austerity and level services budgets.","Further discussion pertaining to asking for an override without the support of the Town took place and a majority of committee members agreed that without Town support, an override has a limited chance of passing. It was mentioned that the Town is planning for a one-year budgeting fix for FY24. They will then plan to address the major structural issues when planning for FY25.",FY24 Budget Planning and Discussion,medium
school_committee_2023-03-13_seq-003,2023-03-13,school_committee,special_ed_collaborative,,proposal,discussed,"Discussion of whether out-of-district special education costs, utilities, and funding for the new math program would be included within the level services budget.","Clarified by Ms. Cresta that the $1.8M figure covers payroll contractual obligations, utilities, and special education increases; level services budget set at $2.2M (5.06% increase) to include these items.","A discussion about whether out of district special education related costs, utilities associated costs and funding for the new math program would be included in the level services budget took place.",FY24 Budget Planning and Discussion,medium
school_committee_2023-03-13_seq-004,2023-03-13,school_committee,staffing_fte_bargaining,,proposal,discussed,Chair Fox proposed attending weekly meetings with the Marblehead Education Association for budget-related purposes given potential staffing reductions tied to the FY24 budget.,Committee members did not support School Committee attendance at MEA meetings; proposal not adopted.,"Ms. Fox shared that she has requested to attend the weekly meeting with education association for budget related purposes due to the potential for staffing reductions. She mentioned that she felt it was important for morale. After a committee discussion, committee members were not in support of committee attendance at MEA meetings.",Closing Business: New Business,medium
school_committee_2023-03-02_seq-001,2023-03-02,school_committee,structural_deficit_reserves,,proposal,discussed,"Superintendent presented three FY24 budget versions (austerity, level service, and leadership aspirational) for committee consideration, with discussion of using ARPA funds for one-time costs and reallocating benefits savings from vacancies and retirements.","Discussion only; committee indicated ARPA funds may be best used for one-time costs. Budget timeline set with subcommittee 3/3, hearing 3/21, vote 3/23, Fincom 3/27.","Superintendent Buckey shared that there are currently three different versions of the budget that could be presented. 1) the austerity budget, 2) the level service budget and 3) the leadership aspirational budget which is the budget the leadership team presented at the budget workshop. A committee discussion about benefits costs savings to the District pertaining to vacancies and retirement took place and committee members inquired why the savings couldn’t be recalculated by the Town to help fund other requests.",School Committee Communication and Discussion Items: FY24 Budget Planning and Discussion,high
school_committee_2023-02-16_seq-001,2023-02-16,school_committee,staffing_fte_bargaining,,proposal,discussed,"Superintendent presented a memo on FY24 potential reductions to meet preliminary Town appropriations, identifying approximately thirty-three positions across five bargaining units that could be reduced to meet a $1.8 million increase from the FY23 budget.",Discussed; no vote taken. About half of the listed reductions currently represent vacancies. Budget process identified as iterative and subject to change.,It was explained that he led the administrative team to identify areas where reductions could be made to meet a $1.8million increase from the FY23 budget. The potential reductions mentioned would include reductions across five bargaining units and total about thirty-three positions.,Finance Organizational Support - FY24 Potential Reductions,high
school_committee_2023-02-16_seq-002,2023-02-16,school_committee,capital_facilities_debt,,proposal,discussed,"Facilities Subcommittee reviewed the list of school-owned properties, including the condemned Coffin School and the Gerry School, discussing liability and whether to retain buildings for older student housing or revenue streams.",Further review deferred due to the involved process with the Town required to turn properties back over.,"Further discussion about holding onto certain buildings to house the older student population or to assist with revenue streams also took place. After discussion, it was decided that due to the involved process with the Town that is required to turn properties back over to the Town, further review of the list of properties would be deferred at this time.",Subcommittee and Liaisons Updates - Facilities Subcommittee Property List,medium
school_committee_2023-02-16_seq-003,2023-02-16,school_committee,regionalization_shared,,vote,discussed,"Approval of amended Memorandum of Understanding between the Recreation and Parks Department and Marblehead Public Schools, with discussion of contracting landscapers as a shared-services arrangement.","Motion passed, 5-0.",Ms. Fox asked for a motion to look through and accept the amended version of the MOU between the Recreation and Parks Department and Marblehead Public Schools as presented. The motion was moved by Ms. Gold and seconded by Mr. Mathers. A discussion about contracting landscapers took place.,School Committee Communication and Discussion Items - MOU Park and Recreation,medium
school_committee_2023-02-13_seq-001,2023-02-13,school_committee,structural_deficit_reserves,,proposal,discussed,"Superintendent presented an FY24 budget with an initial ask of $49,335,000 reduced by approximately $3,900,000 in adjustments (eliminating new staffing and supply requests, eliminating proposed positions, eliminating some staffing vacancies, and correcting a contractual obligation calculation error that had counted part-time staff as full-time) to align toward the Town's guidance of roughly an $800,000 increase, which still leaves an approximately $640,000 gap.","Discussed; no vote taken. Committee requested an itemized list of positions considered for elimination, retirement-related savings, and a prioritized list from leadership to prepare for the $800,000 Town-supported increase. Budget vote anticipated second week of March.","He further explained that the $800,000k increase would still fall about $640,000k short of the total amount the school is budgeting for even after adjustments totaling over $3,900,000K were made. The adjustments of $3,900,000k included the elimination of new staffing and supply requests, the elimination of proposed positions, the elimination of some staffing vacancies and a contractual obligation calculation error.",FY24 Budget Planning and Discussion,high
school_committee_2023-02-13_seq-002,2023-02-13,school_committee,staffing_fte_bargaining,,proposal,discussed,"Committee discussed removing currently unfilled positions totaling over $530,000 from the line-item budget, including how unfilled positions would be managed, unemployment cost coverage, and whether contracted services would provide cost savings.",Discussed; no vote taken. Itemized list of positions considered for elimination and associated retirement savings was requested.,"A conversation about removing currently unfilled positions totaling over $530,000k from the line-item budget took place. A further discussion about covering unemployment costs occurred and committee members inquired how unfilled positions would be managed and if contracted services would provide a cost savings.",FY24 Budget Planning and Discussion,high
school_committee_2023-02-13_seq-003,2023-02-13,school_committee,special_ed_collaborative,,proposal,discussed,Committee discussed the special education reserve fund as part of FY24 budget planning.,Discussed; no vote taken.,Additional topics for discussion included: 1) the special education reserve fund,FY24 Budget Planning and Discussion,medium
school_committee_2023-01-30_seq-001,2023-01-30,school_committee,special_ed_collaborative,,proposal,discussed,"Superintendent presented FY24 level-service budget requiring a 5.43% increase, citing a 14% state increase in special education private school tuition rates as a driver; Student Services budget increase of over $290K reflecting rising out-of-district tuition and transportation costs was presented.",Presented and discussed at budget workshop; no vote taken.,"The increase would cover contractual obligations, utilities costs and account for a 14% state increase in special education private school tuition rates.",Budget Workshop Presentations / Student Services Department,high
school_committee_2023-01-30_seq-002,2023-01-30,school_committee,override_prop25,,proposal,discussed,Chair Fox raised the importance of planning for a budget scenario that would include eliminating positions if an override vote does not pass; committee discussion followed.,Discussed; no vote taken.,"Prior to adjourning, Ms. Fox mentioned the importance of planning for a budget which would include the eliminating of positions should an override vote not pass and a discussion took place.",Budget Workshop Presentations,high
school_committee_2023-01-30_seq-003,2023-01-30,school_committee,capital_facilities_debt,,proposal,discussed,Facilities Director presented FY24 facilities budget with a total department increase of over $360K and a capital maintenance request list totaling over $740K.,Presented and discussed at budget workshop; no vote taken.,"A list of capital maintenance requests was shared which total over $740,00K. The facilities budget presented represents a total department budget increase of over $360K.",Budget Workshop Presentations / Facilities Department,medium
school_committee_2023-01-30_seq-004,2023-01-30,school_committee,staffing_fte_bargaining,,proposal,discussed,"Central Office presented FY24 budget requests including funding for a full day of tuition-free kindergarten, increased substitute teacher funding, mid-year contractual salary adjustments, and a new human resources generalist position; building-level requests across schools included new FTEs such as STEAM teachers, equity coaches, data intervention coaches, behavioral coaches, permanent substitutes, a college and career assistant, and a curriculum director.",Presented and discussed at budget workshop; no vote taken.,"New requests focused on a budget that supports a full day of tuition-free kindergarten, an increase in substitute teacher funding, meeting mid-year contractual salary adjustments and a request for a human resources generalist.",Budget Workshop Presentations / Central Office,medium
school_committee_2023-01-05_seq-001,2023-01-05,school_committee,override_prop25,,warrant_article,discussed,"Approved placeholder warrant articles for a debt exclusion override and a Proposition 2 1/2 override, with wording to be developed by Town counsel and the Finance Director.",Motion passed 4-0 to include placeholders for the Town Warrant; January 20 submission deadline confirmed.,"After a brief discussion, Ms. Fox amended the motion for placeholders for the Town Warrant to include: 1) a debt exclusion override 2) a proposition 2 1/5 override 3) along with a special ed revolving fund 4) and the establishment of a transportation revolving fund",School Committee Communication and Discussion Items: Town Warrant Articles for Consideration,high
school_committee_2023-01-05_seq-002,2023-01-05,school_committee,special_ed_collaborative,,warrant_article,discussed,"Approved a placeholder warrant article for a special education revolving fund (special ed tuition), following the Finance Director's request.",Motion passed 4-0; wording to be finalized between Town counsel and Ms. Cresta before the January 20 submission deadline.,Ms. Cresta also mentioned the need for adding a place for special ed tuition in and a transportation override in preparation for a transportation revolving fund.,School Committee Communication and Discussion Items: Town Warrant Articles for Consideration,high
school_committee_2023-01-05_seq-003,2023-01-05,school_committee,revenue_diversification,,warrant_article,discussed,Approved a placeholder warrant article establishing a transportation revolving fund.,Motion passed 4-0; wording to be finalized between Town counsel and the Finance Director before January 20 deadline.,"After a brief discussion, Ms. Fox amended the motion for placeholders for the Town Warrant to include: 1) a debt exclusion override 2) a proposition 2 1/5 override 3) along with a special ed revolving fund 4) and the establishment of a transportation revolving fund",School Committee Communication and Discussion Items: Town Warrant Articles for Consideration,medium
school_committee_2022-12-01_seq-001,2022-12-01,school_committee,special_ed_collaborative,,proposal,discussed,"Finance Director reported that contracted out-of-district special education transportation costs are projected to be approximately $450k over budget due to bus driver shortages and rising fuel costs, prompting discussion of grant funding importance for future budget planning and costs of contracted services to fill vacancies.",Discussed during monthly financial update; no vote taken. Issue flagged for ongoing monitoring.,The shortage of bus drivers and escalation in fuel costs has caused contracted out of district special education transportation costs to increase causing the projected cost to be about $450k over budget,Finance Organizational Support: Monthly Financial Update,high
school_committee_2022-12-01_seq-002,2022-12-01,school_committee,capital_facilities_debt,,proposal,discussed,"Ms. Meagan Taylor requested that the facilities subcommittee work on prioritizing a list for capital requests, and Ms. Gold requested the subcommittee review school-owned properties in consideration of warrants.",Ms. Fox confirmed the items would be added to a future facilities subcommittee agenda.,Ms. Meagan Taylor requested that the facilities subcommittee work on prioritizing a list for capital requests.,School Committee Communication and Discussion Items: Subcommittee and Liaisons Updates,medium
school_committee_2022-12-01_seq-003,2022-12-01,school_committee,structural_deficit_reserves,,proposal,discussed,"Budget subcommittee developed FY budget priorities and a budget calendar, with leadership presentations scheduled for early January; committee discussed voting on priorities prior to sharing with the leadership team.",Vote on budget priorities tabled until the next meeting to allow members more time to review.,Ms. Gold inquired about voting on the budget priorities as a committee prior to sharing such priorities with the leadership team. Ms. Meagan Taylor agreed stating that she would prefer more time than that evening to review the priorities. Ms. Fox tabled the vote until the next meeting.,School Committee Communication and Discussion Items: School Committee Budget Priorities and Budget Calendar Discussion,medium
school_committee_2022-10-06_seq-001,2022-10-06,school_committee,governance_organizational,,proposal,discussed,"Proposal to create a curriculum, instruction, and student life subcommittee to better align teaching and learning initiatives with the district's Plan for Success and inform budget planning.","Discussed; benefits, makeup, and governance of the committee were debated. No vote taken.","Ms. Gold shared information on a curriculum, instructional and student life subcommittee noting that the information was being shared in follow up to the discussion held at the summer retreat. It was explained that the committee was suggested in an effort to help the committee better understand and support the inner operational workings of the school day while providing an opportunity to better align teaching and learning initiatives with the district's Plan for Success, which could inform budget planning.",School Committee Communications and/or Discussion Items: Subcommittee and Liaison Updates,medium
school_committee_2022-10-06_seq-002,2022-10-06,school_committee,structural_deficit_reserves,,proposal,discussed,"Proposal to budget for a shared software program that would work for both the schools and the Town, and to change the process so that the school committee could vote the budget prior to the finance committee.",Raised in discussion during subcommittee updates; no vote taken.,Ms. Fox also mentioned budgeting for a software program that would work for the schools and the Towns. She also mentioned looking into changing the process so the school committee could vote the budget prior to the finance committee.,School Committee Communications and/or Discussion Items: Subcommittee and Liaison Updates,medium
school_committee_2022-10-06_seq-003,2022-10-06,school_committee,staffing_fte_bargaining,,proposal,discussed,Suggestion to capture additional technology personnel in the FY24 budget to account for need associated with a state framework curriculum.,Mentioned during Planning for Success technology update; no formal vote.,A reminder about capturing additional technology personnel in the budget was mentioned to account for the need that could be associated with a state framework curriculum,Superintendent Report: Planning for Success Update-Director of Technology,low
school_committee_2022-09-22_seq-001,2022-09-22,school_committee,capital_facilities_debt,,proposal,discussed,Committee discussed the MSBA submission for school roofs (high school roof would not be funded; Veterans School funding to be determined) and the possibility of requesting larger capital overrides to keep up with the facilities master plan.,Discussion only; no vote taken. Budget calendar and directives to be planned to guide the leadership team.,Ms. Fox also provided an update on the MSBA submission for roofs sharing that the high school roof would not be funded and that the funding for the Veterans School was to be determined. A conversation about the possibility of requesting larger capital overrides to keep up with the facilities master plan took place.,School Committee and or Discussion Items: Subcommittees and Liaisons Updates,high
school_committee_2022-09-22_seq-002,2022-09-22,school_committee,staffing_fte_bargaining,,proposal,discussed,"Director of Finance Cresta recommended undertaking a review of bus driver pay rates as part of negotiations for the following school year, noting the Pay to Ride program cannot be expanded without hiring additional drivers.",Recommendation noted; no formal vote. Issue to be addressed in upcoming negotiations.,It was mentioned that the program is unable to be expanded without hiring additional bus drivers. Ms. Cresta recommended undertaking a review of pay rates as part of negotiations for the following school year.,Superintendent Report: Bussing Update,medium
school_committee_2022-07-19_seq-001,2022-07-19,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance Michelle Cresta presented an overview of a zero-based budgeting approach for FY24, proposing the process be started in October with an intensive overview of staffing levels; she noted current staffing would not be adequate to fully implement zero-based budgeting.",Presented and discussed; recommendation made to begin FY24 process in October with staffing review. No formal vote taken.,"Assistant Superintendent of Finance and Operations, Michelle Cresta gave an overview of what a zero based budgeting approach would entail. It was explained that the process was created to justify costs based on need in every salary line. Ms. Cresta also provided recommendations for planning for the FY24 budgeting season including beginning the process in October while incorporating an intensive overview of staffing levels, which was last completed some time ago.",Zero Based Budget Presentation-Michelle Cresta,high
school_committee_2022-07-19_seq-002,2022-07-19,school_committee,revenue_diversification,,vote,discussed,"Motion to approve increased student meal prices for 2022-2023 ($2.25 breakfast all schools; $3.50 lunch at Brown/Glover/Village; $3.75 at Veterans; $4.00 at High School; $5.25 premium at High School) to account for rising operating costs, with user fees held unchanged but flagged for closer review next year.",Motion passed 5-0.,"It was explained that lunch fees had not been increased for a few years and the recommendation would be to increase lunch fees to account for increasing operating costs especially depending upon the decision of the government to continue or not with free meals. Ms. Fox asked for motion to approve student meal prices for the 2022-2023 school year as $2.25 for breakfast for all schools, $3.50 per lunch at Brown, Glover and Village, $3.75 for lunch at Veterans, $4.00 for lunch at the High School and $5.25 for a premium lunch at the High School. The motion passes, 5-0 all in favor.",User and Lunch Fees,high
school_committee_2022-05-05_seq-001,2022-05-05,school_committee,override_prop25,,vote,discussed,"Town Meeting approved the School Committee's request to increase the school's operating budget, which will now proceed to a ballot vote in June (indicating an override ballot question).",Passed at Town Meeting; moving to June ballot.,Ms. Taylor shared that the request to increase the school's operating budget was passed at Town meeting and will be moving onto the ballot in June,School Committee and/or Discussion Items: Subcommittee and Liaisons Updates,medium
school_committee_2022-05-05_seq-002,2022-05-05,school_committee,override_prop25,,proposal,discussed,"The Committee scheduled three informational budget forums (May 24 morning, June 8 at 7pm, June 13 at 7pm) with remote participation to educate the community ahead of the June ballot; Superintendent clarified forums are informational and not intended to modify the budget request.",Three forum dates set.,"Ms. Gold mentioned dates for informational budget forums and requested the availability for remote participation. After a brief discussion about scheduling options for forums, the committee decided to hold forums on the following dates:",Closing Business: New Business,medium
school_committee_2022-04-28_seq-001,2022-04-28,school_committee,structural_deficit_reserves,,proposal,discussed,"Assistant Superintendent presented the monthly financial report identifying anticipated deficits in out-of-district tuition, out-of-district transportation, and custodian overtime accounts, with the substitute account avoiding deficit only via a one-time $100,000 state COVID sick time reimbursement.",Report received and discussed; deficits flagged as expected through year-end.,"It was mentioned that deficits were expected in the out of district tuition and out of district transportation accounts along with the custodian over time account. She noted that the substitute account would also have been in deficit without the one-time $100,000.00 expenditure offset from the state for COVID sick time reimbursement.",Finance and Organizational Support: Monthly Financial Report,medium
school_committee_2022-04-28_seq-002,2022-04-28,school_committee,special_ed_collaborative,,proposal,discussed,Out-of-district tuition and out-of-district transportation accounts were identified as anticipated deficit areas in the March 31 financial report.,Noted in financial report; no offsetting action taken at this meeting.,It was mentioned that deficits were expected in the out of district tuition and out of district transportation accounts along with the custodian over time account.,Finance and Organizational Support: Monthly Financial Report,medium
school_committee_2022-04-28_seq-003,2022-04-28,school_committee,override_prop25,,proposal,discussed,"Discussion of Town Meeting presentation strategy regarding the override, with Ms. Gold seeking to address community misunderstandings about staffing and program impacts; she stated that if the override did not pass, no staff or programs would be cut. Conversation followed on budget priorities and rising expenses from postponing requests.",Discussion only; presentation roles assigned (Buckey and Harris to present Article 46; Fox to address facilities under Article 11).,"Ms. Gold mentioned that it was of importance to address some misunderstandings out in the community pertaining to staffing and program cuts sharing that if the override did not pass, no staff or programs would be cut. A conversation regarding the budget priority needs and increasing expenses due to postponing certain requests took place.",School Committee and/or Discussion Items: Town Meeting Presentation Discussion,medium
school_committee_2022-04-28_seq-004,2022-04-28,school_committee,capital_facilities_debt,,warrant_article,discussed,"Committee discussed Article 11 (capital/facilities including roofing and technology requests) and the larger facilities discussion to memorialize addressing ownership and use of school-owned properties; assigned members to be available for questions on roofing, technology, and facilities.",Presentation roles assigned; Ms. Fox to represent facilities; IT Director asked to provide additional technology information.,"Mr. Harris clarified that although Interim Town Administrator John McGinn would present Article 11, members should have specific information pertaining to the article readily available for questions such as information regarding the roofing and technology related budget requests for example. Ms. Gold also noted the importance of including information regarding benefits related costs associated with the Town and the larger facilities discussion to memorialize addressing the ownership and use of school owned properties.",School Committee and/or Discussion Items: Town Meeting Presentation Discussion,medium
school_committee_2022-04-28_seq-005,2022-04-28,school_committee,capital_facilities_debt,,vote,discussed,"Motion to transfer the Beacon Street parcel (parcel ID 169200, map 159 lot 20) to the care and custody of the Recreation and Park Department, and a separate motion to support Article 33 at Annual Town Meeting authorizing this transfer for an off-road bike park.",Both motions passed 5-0 by roll call.,"Ms. Gold asked for a motion to transfer the parcel of land known as Beacon Street with parcel identification number 169200 shown on the assessor's map as map 159 lot 20 to the care and custody of the recreation and park department. The motion was moved by Ms. Taylor and seconded by Ms. Fox with a roll call vote taken, passing the motion 5-0.",School Committee and/or Discussion Items: Article 33-Allocation of Land for Off-Road Bike Park,medium
